price_yen,prefecture,year,address,url
4200000,Hokkaido,1976,江別市あけぼの町,https://www.athome.co.jp/kodate/1087319043/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4200000,Hokkaido,1999,小樽市入船４丁目,https://www.athome.co.jp/kodate/6975449153/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4200000,Hokkaido,1981,滝川市黄金町西４丁目,https://www.athome.co.jp/kodate/6976060659/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4200000,Hokkaido,1980,苫小牧市澄川町６丁目,https://www.athome.co.jp/kodate/1025987766/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4300000,Hokkaido,1971,帯広市東十四条南３丁目,https://www.athome.co.jp/kodate/1059443772/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4300000,Hokkaido,1971,帯広市東十四条南３丁目,https://www.athome.co.jp/kodate/6977848460/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4300000,Hokkaido,1971,北斗市七重浜１丁目,https://www.athome.co.jp/kodate/6977739043/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1977,旭川市近文町２５丁目,https://www.athome.co.jp/kodate/6978790320/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1979,旭川市東光十五条２丁目,https://www.athome.co.jp/kodate/6974747227/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1971,石狩市厚田区厚田,https://www.athome.co.jp/kodate/6976550316/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1981,岩見沢市栄町５丁目,https://www.athome.co.jp/kodate/1006096477/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1981,岩見沢市栄町５丁目,https://www.athome.co.jp/kodate/1099069265/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1963,岩見沢市美園一条５丁目,https://www.athome.co.jp/kodate/6978064574/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1975,小樽市桜２丁目,https://www.athome.co.jp/kodate/6975147704/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1971,小樽市桜４丁目,https://www.athome.co.jp/kodate/6976949888/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1971,小樽市松ケ枝２丁目,https://www.athome.co.jp/kodate/6978853526/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1996,上川郡愛別町字愛別,https://www.athome.co.jp/kodate/6976928663/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1971,上川郡新得町西二条南４丁目,https://www.athome.co.jp/kodate/6977741880/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1969,深川市緑町,https://www.athome.co.jp/kodate/6976513922/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1991,三笠市若草町,https://www.athome.co.jp/kodate/6976954574/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,2005,夕張市若菜,https://www.athome.co.jp/kodate/6979019295/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4500000,Hokkaido,1991,余市郡余市町栄町,https://www.athome.co.jp/kodate/6976502748/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4700000,Hokkaido,1977,旭川市近文町２４丁目,https://www.athome.co.jp/kodate/6978106265/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4700000,Hokkaido,1983,石狩市緑ケ原１丁目,https://www.athome.co.jp/kodate/6978813218/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4700000,Hokkaido,1978,岩見沢市栄町１丁目,https://www.athome.co.jp/kodate/1006490577/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4700000,Hokkaido,1989,小樽市新光５丁目,https://www.athome.co.jp/kodate/1064465972/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4700000,Hokkaido,1996,函館市陣川町,https://www.athome.co.jp/kodate/6974571678/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,2004,芦別市上芦別町,https://www.athome.co.jp/kodate/6978923849/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1982,岩見沢市鳩が丘４丁目,https://www.athome.co.jp/kodate/6977909140/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1986,岩見沢市日の出南４丁目,https://www.athome.co.jp/kodate/6977694473/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1981,小樽市塩谷２丁目,https://www.athome.co.jp/kodate/6978756630/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1951,小樽市新光３丁目,https://www.athome.co.jp/kodate/6976645687/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1976,小樽市高島３丁目,https://www.athome.co.jp/kodate/6977923415/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1974,小樽市長橋２丁目,https://www.athome.co.jp/kodate/6977666298/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1992,士別市西三条９丁目,https://www.athome.co.jp/kodate/6978779511/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1975,空知郡南幌町西町５丁目,https://www.athome.co.jp/kodate/6975645725/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1978,滝川市扇町２丁目,https://www.athome.co.jp/kodate/6978190393/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1976,函館市花園町,https://www.athome.co.jp/kodate/6978379949/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1990,美唄市東七条北４丁目,https://www.athome.co.jp/kodate/6975947710/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4800000,Hokkaido,1992,利尻郡利尻富士町鴛泊字本泊,https://www.athome.co.jp/kodate/6973468945/?DOWN=1&BKLISTID=001LPC&sref=list_simple
4900000,Hokkaido,1973,岩見沢市七条東２丁目,https://www.athome.co.jp/kodate/6976127453/?DOWN=1&BKLISTID=001LPC&sref=list_simple
