price_yen,prefecture,year,address,url
40900000,Hokkaido,2020,札幌市東区東苗穂十二条４丁目,https://www.athome.co.jp/kodate/6978529680/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41000000,Hokkaido,2004,札幌市豊平区豊平八条１０丁目,https://www.athome.co.jp/kodate/6977707981/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41000000,Hokkaido,1985,札幌市西区平和二条４丁目,https://www.athome.co.jp/kodate/6976015539/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41200000,Hokkaido,2005,札幌市清田区平岡公園東１丁目,https://www.athome.co.jp/kodate/1089339843/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41500000,Hokkaido,2001,河東郡音更町字音更西１線,https://www.athome.co.jp/kodate/6977366167/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41500000,Hokkaido,2019,札幌市北区新琴似二条６丁目,https://www.athome.co.jp/kodate/1080685263/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41790000,Hokkaido,1991,恵庭市美咲野５丁目,https://www.athome.co.jp/kodate/6977387273/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2007,石狩市樽川八条３丁目,https://www.athome.co.jp/kodate/6977142294/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2019,江別市大麻北町,https://www.athome.co.jp/kodate/1081009761/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2019,江別市大麻北町,https://www.athome.co.jp/kodate/6977768356/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2019,江別市大麻北町,https://www.athome.co.jp/kodate/6977381865/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2022,北広島市西の里東４丁目,https://www.athome.co.jp/kodate/6976698545/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2010,札幌市中央区南二十一条西１６丁目,https://www.athome.co.jp/kodate/1082763861/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2007,札幌市豊平区平岸六条１２丁目,https://www.athome.co.jp/kodate/1094059870/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2022,札幌市西区八軒九条西１０丁目,https://www.athome.co.jp/kodate/1008240277/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2003,札幌市東区北十六条東１６丁目,https://www.athome.co.jp/kodate/6978153018/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41800000,Hokkaido,2003,札幌市東区北十六条東１６丁目,https://www.athome.co.jp/kodate/1067754346/?DOWN=1&BKLISTID=001LPC&sref=list_simple
41900000,Hokkaido,1977,札幌市豊平区月寒東三条１５丁目,https://www.athome.co.jp/kodate/1099869265/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42000000,Hokkaido,2004,江別市緑ケ丘,https://www.athome.co.jp/kodate/1099902065/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42000000,Hokkaido,2018,小樽市新光町,https://www.athome.co.jp/kodate/1085424763/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42000000,Hokkaido,2015,札幌市手稲区前田四条７丁目,https://www.athome.co.jp/kodate/1031876968/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42200000,Hokkaido,2018,北広島市高台町３丁目,https://www.athome.co.jp/kodate/6978911421/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42490000,Hokkaido,2020,北広島市大曲南ヶ丘２丁目,https://www.athome.co.jp/kodate/6976447679/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42600000,Hokkaido,2022,札幌市手稲区前田六条１６丁目,https://www.athome.co.jp/kodate/6976242514/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2022,岩見沢市九条西１５丁目,https://www.athome.co.jp/kodate/6977690801/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2009,江別市東野幌町,https://www.athome.co.jp/kodate/6978887113/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2011,札幌市厚別区厚別北一条３丁目,https://www.athome.co.jp/kodate/6977859732/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2023,札幌市清田区清田三条１丁目,https://www.athome.co.jp/kodate/6978476611/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,1992,札幌市白石区栄通１６丁目,https://www.athome.co.jp/kodate/1045605076/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2010,札幌市中央区南六条西２１丁目,https://www.athome.co.jp/kodate/1081480861/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2003,札幌市西区発寒十条５丁目,https://www.athome.co.jp/kodate/1071136146/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,2013,札幌市東区北二十五条東１０丁目,https://www.athome.co.jp/kodate/6978658113/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42800000,Hokkaido,1983,札幌市東区伏古十二条２丁目,https://www.athome.co.jp/kodate/1081748661/?DOWN=1&BKLISTID=001LPC&sref=list_simple
42900000,Hokkaido,2021,札幌市北区あいの里四条５丁目,https://www.athome.co.jp/kodate/6976698434/?DOWN=1&BKLISTID=001LPC&sref=list_simple
