price_yen,prefecture,year,address,url
40880000,Kanagawa,1990,神奈川県横浜市戸塚区矢部町,https://myhome.nifty.com/chuko/ikkodate/kanagawa/yokohamashiizumiku/suumof_71859736/
40880000,Hyogo,2001,兵庫県西宮市津門 仁辺町1,https://myhome.nifty.com/chuko/ikkodate/hyogo/nishinomiyashi/tryellf_mss000010_389237R/
40880000,Hyogo,2001,兵庫県西宮市津門仁辺町,https://myhome.nifty.com/chuko/ikkodate/hyogo/nishinomiyashi/suumof_72205700/
40900000,Okayama,2018,岡山県倉敷市白楽町,https://myhome.nifty.com/chuko/ikkodate/okayama/kurashikishi/suumof_71814170/
40900000,Hokkaido,2021,北海道札幌市東区東苗穂十二条,https://myhome.nifty.com/chuko/ikkodate/hokkaido/sapporoshihigashiku/suumof_71834119/
40900000,Saitama,2011,埼玉県東松山市箭弓町3丁目,https://myhome.nifty.com/chuko/ikkodate/saitama/higashimatsuyamashi/yahoof_0019871746/
40900000,Saitama,2011,埼玉県東松山市箭弓町,https://myhome.nifty.com/chuko/ikkodate/saitama/higashimatsuyamashi/suumof_71797071/
40900000,Kanagawa,,神奈川県川崎市多摩区南生田6丁目,https://myhome.nifty.com/chuko/ikkodate/kanagawa/kawasakishitamaku/yahoof_0019477807/
40900000,Saitama,2022,埼玉県さいたま市緑区大字三室,https://myhome.nifty.com/chuko/ikkodate/saitama/saitamashiurawaku/homesf_01041390013742/
40900000,Kanagawa,2019,神奈川県川崎市中原区中丸子,https://myhome.nifty.com/chuko/ikkodate/kanagawa/kawasakishinakaharaku/suumof_72155872/
40900000,Kanagawa,2003,神奈川県海老名市大谷南2丁目,https://myhome.nifty.com/chuko/ikkodate/kanagawa/ebinashi/yahoof_0019683359/
40900000,Fukuoka,2000,福岡県春日市下白水南,https://myhome.nifty.com/chuko/ikkodate/fukuoka/kasugashi/suumof_70971427/
40900000,Osaka,2007,大阪府八尾市久宝寺３丁目,https://myhome.nifty.com/chuko/ikkodate/osaka/yaoshi/homesf_01014290013313/
40900000,Aichi,2021,愛知県刈谷市半城土西町,https://myhome.nifty.com/chuko/ikkodate/aichi/kariyashi/suumof_98040528/
40900000,Aichi,2022,愛知県一宮市泉２丁目,https://myhome.nifty.com/chuko/ikkodate/aichi/ichinomiyashi/homesf_01475440000122/
40900000,Aichi,2014,愛知県岡崎市柱町,https://myhome.nifty.com/chuko/ikkodate/aichi/okazakishi/suumof_70472648/
40900000,Aichi,1993,愛知県岡崎市中島町字井ノ上,https://myhome.nifty.com/chuko/ikkodate/aichi/nukatagunkotacho/homesf_01223090001864/
40900000,Aichi,2014,愛知県碧南市中松町2丁目,https://myhome.nifty.com/chuko/ikkodate/aichi/hekinanshi/homesf_01368150000968/
40900000,Tokyo,2019,東京都立川市西砂町,https://myhome.nifty.com/chuko/ikkodate/tokyo/tachikawashi/suumof_72137539/
40980000,Kanagawa,2013,神奈川県厚木市林2丁目,https://myhome.nifty.com/chuko/ikkodate/kanagawa/atsugishi/yahoof_0020074363/
40980000,Shiga,1990,滋賀県大津市桜野町,https://myhome.nifty.com/chuko/ikkodate/shiga/otsushi/suumof_71758296/
40980000,Kumamoto,2020,熊本県熊本市東区江津,https://myhome.nifty.com/chuko/ikkodate/kumamoto/kumamotoshichuoku/suumof_71843348/
40990000,Saitama,2007,埼玉県さいたま市浦和区針ヶ谷,https://myhome.nifty.com/chuko/ikkodate/saitama/saitamashiurawaku/suumof_71155546/
40990000,Shizuoka,2020,静岡県富士市松岡,https://myhome.nifty.com/chuko/ikkodate/shizuoka/fujishi/homesf_01341630002769/
40990000,Tokyo,2016,東京都江戸川区大杉3丁目,https://myhome.nifty.com/chuko/ikkodate/tokyo/edogawaku/yahoof_0019423714/
40990000,Tokyo,2016,東京都江戸川区大杉,https://myhome.nifty.com/chuko/ikkodate/tokyo/edogawaku/suumof_72164812/
40990000,Tokyo,2016,東京都江戸川区大杉3丁目,https://myhome.nifty.com/chuko/ikkodate/tokyo/edogawaku/yahoof_0019403986/
40990000,Tokyo,2000,東京都町田市三輪緑山,https://myhome.nifty.com/chuko/ikkodate/tokyo/machidashi/suumof_72016470/
40990000,Tokyo,1997,東京都国分寺市光町３丁目,https://myhome.nifty.com/chuko/ikkodate/tokyo/kokubunjishi/tryellf_mss000022_57392304031/
41000000,Kochi,1987,高知県高知市朝倉甲,https://myhome.nifty.com/chuko/ikkodate/kochi/kochishi/homesf_01419200000877/
41000000,Okayama,1982,岡山県岡山市南区三浜町,https://myhome.nifty.com/chuko/ikkodate/okayama/okayamashikitaku/suumof_71900798/
41000000,Hokkaido,1986,北海道札幌市西区平和二条,https://myhome.nifty.com/chuko/ikkodate/hokkaido/sapporoshinishiku/suumof_71634089/
41000000,Hokkaido,2005,北海道札幌市豊平区豊平八条,https://myhome.nifty.com/chuko/ikkodate/hokkaido/sapporoshitoyohiraku/suumof_71098300/
41000000,Fukushima,2019,福島県福島市太平寺字古内,https://myhome.nifty.com/chuko/ikkodate/fukushima/fukushimashi/yahoof_0020063573/
