price_yen,prefecture,year,address,url
1350000,Hokkaido,1967,北海道小樽市桜,https://myhome.nifty.com/chuko/ikkodate/hokkaido/otarushi/suumof_70412571/
1400000,Fukushima,1961,福島県会津若松市東山町大字湯本,https://myhome.nifty.com/chuko/ikkodate/fukushima/aizuwakamatsushi/suumof_70599232/
1400000,Shiga,1975,滋賀県大津市木戸,https://myhome.nifty.com/chuko/ikkodate/shiga/otsushi/suumof_70871806/
1400000,Toyama,1975,富山県富山市水橋町,https://myhome.nifty.com/chuko/ikkodate/toyama/toyamashi/suumof_71860357/
1400000,Gifu,1989,岐阜県高山市荘川町六厩,https://myhome.nifty.com/chuko/ikkodate/gifu/takayamashi/suumof_72196191/
1450000,Osaka,1973,大阪府交野市郡津５丁目,https://myhome.nifty.com/chuko/ikkodate/osaka/katanoshi/homesf_01014150014595/
1460000,Niigata,1972,新潟県見附市双葉町1-26,https://myhome.nifty.com/chuko/ikkodate/niigata/mitsukeshi/homesf_01150510000636/
1480000,Hyogo,1961,兵庫県神戸市長田区高取山町１丁目,https://myhome.nifty.com/ikkodate/detail/?url=https%3A%2F%2Fwww.pitat.com%2FbuyDetail%2FUJ00421.html%3Fcvid%3Dnf&=&pref=&b1=1348349&b2=2696698&psid=5eda1d8bb9516592931863fce3881638164072e9b4e90c15797f6868346ae81e
1500000,Ehime,1977,愛媛県新居浜市萩生2348-37,https://myhome.nifty.com/chuko/ikkodate/ehime/niihamashi/homesf_37021900000065/
1500000,Kagawa,1986,香川県三豊市詫間町生里483-2,https://myhome.nifty.com/chuko/ikkodate/kagawa/mitoyoshi/homesf_01472870000018/
1500000,Okayama,1950,岡山県赤磐市周匝,https://myhome.nifty.com/chuko/ikkodate/okayama/akaiwashi/suumof_72101543/
1500000,Ehime,1974,愛媛県大洲市長浜町沖浦,https://myhome.nifty.com/chuko/ikkodate/ehime/ozushi/suumof_71799142/
1500000,Yamaguchi,1954,山口県下関市豊北町大字神田上192,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/shimonosekishi/homesf_01337580002922/
1500000,Yamaguchi,1974,山口県下関市丸山町3丁目,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/shimonosekishi/yahoof_0019672950/
1500000,Yamaguchi,1969,山口県下関市長府逢坂町9-10,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/shimonosekishi/homesf_01337580002833/
1500000,Yamaguchi,1947,山口県下関市羽山町,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/shimonosekishi/yahoof_0018767736/
1500000,Okayama,1926,岡山県浅口市鴨方町鴨方,https://myhome.nifty.com/chuko/ikkodate/okayama/asakuchishi/suumof_97074279/
1500000,Okayama,1946,岡山県浅口市寄島町,https://myhome.nifty.com/chuko/ikkodate/okayama/asakuchigunsatoshocho/suumof_97908694/
1500000,Hiroshima,1983,広島県三次市三和町上壱,https://myhome.nifty.com/chuko/ikkodate/hiroshima/miyoshishi/homesf_01296080000426/
1500000,Tokushima,1977,徳島県名西郡石井町石井字城ノ内,https://myhome.nifty.com/chuko/ikkodate/tokushima/myozaigunishiicho/yahoof_0020155889/
1500000,Okayama,1977,岡山県倉敷市真備町上二万,https://myhome.nifty.com/chuko/ikkodate/okayama/kurashikishi/suumof_98476872/
1500000,Hokkaido,1976,北海道小樽市桜3丁目6-16,https://myhome.nifty.com/chuko/ikkodate/hokkaido/otarushi/homesf_37071010001194/
1500000,Hokkaido,1978,北海道小樽市高島2丁目7-11,https://myhome.nifty.com/chuko/ikkodate/hokkaido/otarushi/homesf_37071010001440/
1500000,Fukushima,1968,福島県福島市飯坂町平野,https://myhome.nifty.com/chuko/ikkodate/fukushima/fukushimashi/suumof_71960718/
1500000,Yamagata,1966,山形県米沢市泉町,https://myhome.nifty.com/chuko/ikkodate/yamagata/yonezawashi/suumof_98202458/
1500000,Hokkaido,1973,北海道釧路市鶴ケ岱３丁目,https://myhome.nifty.com/ikkodate/detail/?url=https%3A%2F%2Fwww.misawa-mrd.com%2Fselect%2Fid.0007094746&=&pref=&b1=1348349&b2=2696698&psid=3d0b3bd11c27452e1720fffcbc968c09b3869f76fb5e0092e404ee6222d41f75
1500000,Fukushima,1973,福島県伊達市霊山町大石,https://myhome.nifty.com/chuko/ikkodate/fukushima/dateshi/suumof_71448312/
1500000,Hokkaido,1973,北海道網走郡美幌町字青山南,https://myhome.nifty.com/chuko/ikkodate/hokkaido/abashirigumbihorocho/homesf_01058360002020/
1500000,Hokkaido,1975,北海道網走郡美幌町字新町１丁目,https://myhome.nifty.com/chuko/ikkodate/hokkaido/abashirigumbihorocho/homesf_01058360002953/
1500000,Fukushima,1973,福島県喜多方市岩月町喜多方,https://myhome.nifty.com/chuko/ikkodate/fukushima/kitakatashi/suumof_72017846/
1500000,Hokkaido,1984,北海道芦別市本町,https://myhome.nifty.com/chuko/ikkodate/hokkaido/ashibetsushi/suumof_71011347/
1500000,Hokkaido,1975,北海道函館市石崎町,https://myhome.nifty.com/chuko/ikkodate/hokkaido/hakodateshi/suumof_95352530/
1500000,Hokkaido,1954,北海道中川郡本別町南１丁目,https://myhome.nifty.com/chuko/ikkodate/hokkaido/nakagawagunhombetsucho/homesf_01309700000800/
1500000,Chiba,1980,千葉県富里市七栄,https://myhome.nifty.com/ikkodate/detail/?url=https%3A%2F%2Fwww.misawa-mrd.com%2Fselect%2Fid.0007108049&=&pref=&b1=1348349&b2=2696698&psid=199aefe8187982f9e0b73472055fe86db81f5be20cc0e1daf950872d68ee851c
1500000,Tochigi,1972,栃木県矢板市片岡,https://myhome.nifty.com/chuko/ikkodate/tochigi/yaitashi/suumof_97451748/
1500000,Ibaraki,1974,茨城県北茨城市関本町八反,https://myhome.nifty.com/chuko/ikkodate/ibaraki/kitaibarakishi/suumof_70599005/
1500000,Ibaraki,1981,茨城県日立市東多賀町,https://myhome.nifty.com/chuko/ikkodate/ibaraki/hitachishi/suumof_71878948/
1500000,,1970,京都府京丹後市久美浜町甲山,https://myhome.nifty.com/chuko/ikkodate/kyoto/kyotangoshi/suumof_72211840/
1500000,Hyogo,1981,兵庫県姫路市夢前町菅生澗,https://myhome.nifty.com/chuko/ikkodate/hyogo/himejishi/suumof_90092546/
1500000,Hyogo,1974,兵庫県神戸市長田区檜川町,https://myhome.nifty.com/chuko/ikkodate/hyogo/kobeshinagataku/suumof_72070522/
1500000,Hyogo,1913,兵庫県相生市旭5丁目,https://myhome.nifty.com/chuko/ikkodate/hyogo/aioishi/homesf_01308890001974/
1500000,Nagano,1952,長野県上田市真田町長,https://myhome.nifty.com/chuko/ikkodate/nagano/uedashi/homesf_01485030000096/
1500000,Toyama,1903,富山県高岡市江道,https://myhome.nifty.com/chuko/ikkodate/toyama/takaokashi/suumof_92917143/
1500000,Nagano,1975,長野県佐久市協和,https://myhome.nifty.com/chuko/ikkodate/nagano/sakushi/suumof_71090910/
1500000,Ishikawa,1972,石川県加賀市大聖寺敷地,https://myhome.nifty.com/chuko/ikkodate/ishikawa/kagashi/suumof_71380557/
1500000,Ishikawa,1972,石川県加賀市大聖寺敷地,https://myhome.nifty.com/chuko/ikkodate/ishikawa/kagashi/suumof_71954751/
1500000,Niigata,1974,新潟県上越市板倉区曽根田,https://myhome.nifty.com/chuko/ikkodate/niigata/myokoshi/suumof_71915680/
1500000,Niigata,1972,新潟県上越市三和区末野新田,https://myhome.nifty.com/chuko/ikkodate/niigata/joetsushi/suumof_71112368/
1500000,Toyama,1969,富山県魚津市友道,https://myhome.nifty.com/chuko/ikkodate/toyama/uozushi/suumof_86089186/
1500000,Niigata,1955,新潟県加茂市陣ケ峰,https://myhome.nifty.com/chuko/ikkodate/niigata/kamoshi/suumof_72238381/
1500000,Ishikawa,1965,石川県金沢市横山町,https://myhome.nifty.com/chuko/ikkodate/ishikawa/kanazawashi/suumof_71385425/
1500000,Nagasaki,1958,長崎県長崎市小菅町,https://myhome.nifty.com/chuko/ikkodate/nagasaki/nagasakishi/suumof_72216451/
1500000,Kagoshima,1978,鹿児島県霧島市隼人町姫城,https://myhome.nifty.com/chuko/ikkodate/kagoshima/kirishimashi/suumof_96509751/
1500000,Fukuoka,1978,福岡県中間市中央,https://myhome.nifty.com/chuko/ikkodate/fukuoka/nakamashi/suumof_89004325/
1500000,Fukuoka,1973,福岡県行橋市行事,https://myhome.nifty.com/chuko/ikkodate/fukuoka/yukuhashishi/suumof_72265533/
1500000,Fukuoka,1970,福岡県鞍手郡鞍手町大字中山,https://myhome.nifty.com/chuko/ikkodate/fukuoka/kurategunkuratemachi/yahoof_0019076002/
1500000,Fukuoka,1960,福岡県北九州市八幡東区大蔵,https://myhome.nifty.com/chuko/ikkodate/fukuoka/kitakyushushiyahatahigashiku/suumof_71930250/
1500000,Osaka,1955,大阪府大阪市生野区勝山北5丁目,https://myhome.nifty.com/chuko/ikkodate/osaka/osakashiikunoku/yahoof_0011356667/
1500000,Shizuoka,1970,静岡県伊豆市堀切,https://myhome.nifty.com/chuko/ikkodate/shizuoka/izushi/yahoof_0019783897/
1500000,Shizuoka,1975,静岡県伊豆の国市韮山山木,https://myhome.nifty.com/chuko/ikkodate/shizuoka/izunokunishi/yahoof_0019379019/
1550000,Shiga,1975,滋賀県大津市木戸,https://myhome.nifty.com/chuko/ikkodate/shiga/otsushi/suumof_70245635/
1570000,Ehime,1976,愛媛県今治市吉海町仁江1054,https://myhome.nifty.com/chuko/ikkodate/ehime/imabarishi/homesf_01150510000530/
1580000,Ibaraki,1985,茨城県かすみがうら市新治,https://myhome.nifty.com/chuko/ikkodate/ibaraki/ishiokashi/suumof_71881621/
1600000,Hokkaido,1971,北海道小樽市長橋１丁目,https://myhome.nifty.com/ikkodate/detail/?url=https%3A%2F%2Fwww.misawa-mrd.com%2Fselect%2Fid.0007106403&=&pref=&b1=1348349&b2=2696698&psid=1d47b6c1e69e700ea71159fecdf10e5edea1ea0a34837263fbfbc960bbf62acd
1600000,Hokkaido,1976,北海道小樽市オタモイ,https://myhome.nifty.com/chuko/ikkodate/hokkaido/otarushi/suumof_70773501/
1600000,Hokkaido,1895,北海道小樽市末広町,https://myhome.nifty.com/chuko/ikkodate/hokkaido/otarushi/suumof_72293939/
1600000,Ibaraki,1951,茨城県稲敷市江戸崎,https://myhome.nifty.com/chuko/ikkodate/chiba/naritashi/suumof_72021774/
1600000,Niigata,1981,新潟県上越市清里区梨平,https://myhome.nifty.com/chuko/ikkodate/niigata/joetsushi/suumof_96664107/
1600000,Fukuoka,2000,福岡県北九州市小倉南区葛原東２丁目8-41,https://myhome.nifty.com/chuko/ikkodate/fukuoka/kitakyushushikokuraminamiku/homesf_01352650003395/
1680000,Ibaraki,1970,茨城県笠間市上郷,https://myhome.nifty.com/chuko/ikkodate/ibaraki/kasamashi/suumof_70654263/
