price_yen,prefecture,year,address,url
2750000,Ehime,1958,愛媛県今治市蒼社町２丁目3-34,https://myhome.nifty.com/chuko/ikkodate/ehime/imabarishi/homesf_01150510000820/
2800000,Ehime,1974,愛媛県西条市福武甲502-7,https://myhome.nifty.com/chuko/ikkodate/ehime/saijoshi/homesf_37021820000181/
2800000,Okayama,1963,岡山県岡山市中区新京橋,https://myhome.nifty.com/chuko/ikkodate/okayama/okayamashinakaku/suumof_71343885/
2800000,Ehime,1967,愛媛県宇和島市宇和津町２丁目28-2,https://myhome.nifty.com/chuko/ikkodate/ehime/uwajimashi/homesf_01025540000517/
2800000,Hiroshima,1973,広島県呉市川尻町原山,https://myhome.nifty.com/chuko/ikkodate/hiroshima/kureshi/suumof_72156435/
2800000,Kochi,1968,高知県高知市弘化台,https://myhome.nifty.com/chuko/ikkodate/kochi/kochishi/suumof_96041786/
2800000,Kochi,1955,高知県高知市宇津野,https://myhome.nifty.com/chuko/ikkodate/kochi/kochishi/homesf_01419200000537/
2800000,Tokushima,1969,徳島県徳島市新浜町1丁目,https://myhome.nifty.com/chuko/ikkodate/tokushima/tokushimashi/yahoof_0019774690/
2800000,Yamaguchi,1973,山口県宇部市西岐波,https://myhome.nifty.com/ikkodate/detail/?url=https%3A%2F%2Fwww.pitat.com%2FbuyDetail%2FEA00343.html%3Fcvid%3Dnf&=&pref=&b1=2724461&b2=4086692&psid=10ea43df96b749bf3c4a265269bd8b5b3d34bd805979ddf82f939c40a29133bb
2800000,Hiroshima,1990,広島県広島市安佐北区亀山南,https://myhome.nifty.com/chuko/ikkodate/hiroshima/hiroshimashiasakitaku/suumof_71340541/
2800000,Yamaguchi,1967,山口県下関市筋川町,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/shimonosekishi/suumof_97812412/
2800000,Yamaguchi,1983,山口県下関市豊浦町大字室津下,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/shimonosekishi/suumof_71094938/
2800000,Yamaguchi,1968,山口県萩市大字山田,https://myhome.nifty.com/chuko/ikkodate/yamaguchi/hagishi/suumof_70708118/
2800000,Kochi,1951,高知県香南市赤岡町,https://myhome.nifty.com/chuko/ikkodate/kochi/konanshi/suumof_70955756/
2800000,Okayama,1947,岡山県岡山市南区三浜町2丁目,https://myhome.nifty.com/chuko/ikkodate/okayama/okayamashiminamiku/yahoof_0019885966/
